bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	median.len	median.len.ratio
chr9	80721956	1619881668	81279224	248.0	0.000196714393703
chr9	81279224	1620438936	81853646	251.0	0.000199094003304
chr9	81853646	1621013358	82423740	248.5	0.000197110995303
chr9	82423740	1621583452	83011083	250.0	0.000198300800104
chr9	83011083	1622170795	83592019	251.0	0.000199094003304
chr9	83592019	1622751731	84177672	256.0	0.000203060019307
chr9	84177672	1623337384	84747424	256.0	0.000203060019307
chr9	84747424	1623907136	85323332	254.0	0.000201473612906
chr9	85323332	1624483044	85901310	260.0	0.000206232832108
chr9	85901310	1625061022	86440635	244.5	0.000193938182502
chr9	86440635	1625600347	87037462	261.0	0.000207026035309
chr9	87037462	1626197174	87573418	246.0	0.000195127987302
chr9	87573418	1626733130	88125736	242.0	0.000191955174501
chr9	88125736	1627285448	88746101	262.0	0.000207819238509
chr9	88746101	1627905813	89322927	251.0	0.000199094003304
chr9	89322927	1628482639	89887446	252.0	0.000199887206505
chr9	89887446	1629047158	90426779	240.5	0.0001907653697
chr9	90426779	1629586491	91019569	254.0	0.000201473612906
chr9	91019569	1630179281	91557340	240.0	0.0001903687681
chr9	91557340	1630717052	92118882	242.0	0.000191955174501
chr9	92118882	1631278594	92890387	239.5	0.0001899721665
chr9	92890387	1632050099	93445272	254.0	0.000201473612906
chr9	93445272	1632604984	93987868	243.0	0.000192748377701
chr9	93987868	1633147580	94540132	250.0	0.000198300800104
chr9	94540132	1633699844	95104727	243.0	0.000192748377701
chr9	95104727	1634264439	95668627	252.0	0.000199887206505
chr9	95668627	1634828339	96197822	247.0	0.000195921190503
chr9	96197822	1635357534	96745645	248.0	0.000196714393703
chr9	96745645	1635905357	97417416	254.0	0.000201473612906
chr9	97417416	1636577128	97966549	251.0	0.000199094003304
chr9	97966549	1637126261	98536063	243.5	0.000193144979301
chr9	98536063	1637695775	99096274	254.0	0.000201473612906
chr9	99096274	1638255986	99745432	253.0	0.000200680409705
chr9	99745432	1638905144	100392669	247.5	0.000196317792103
chr9	100392669	1639552381	100944088	242.0	0.000191955174501
chr9	100944088	1640103800	101487855	246.0	0.000195127987302
chr9	101487855	1640647567	102036395	250.0	0.000198300800104
chr9	102036395	1641196107	102575274	247.0	0.000195921190503
chr9	102575274	1641734986	103178951	254.5	0.000201870214506
chr9	103178951	1642338663	103756027	240.5	0.0001907653697
chr9	103756027	1642915739	104309888	250.0	0.000198300800104
chr9	104309888	1643469600	104895956	260.0	0.000206232832108
chr9	104895956	1644055668	105504916	253.0	0.000200680409705
chr9	105504916	1644664628	106118604	258.0	0.000204646425707
chr9	106118604	1645278316	106723393	259.0	0.000205439628908
chr9	106723393	1645883105	107273172	244.0	0.000193541580902
chr9	107273172	1646432884	107856935	255.0	0.000202266816106
chr9	107856935	1647016647	108433121	252.0	0.000199887206505
chr9	108433121	1647592833	109028001	247.0	0.000195921190503
chr9	109028001	1648187713	109576184	258.5	0.000205043027308
chr9	109576184	1648735896	110143228	253.0	0.000200680409705
chr9	110143228	1649302940	110664757	245.0	0.000194334784102
chr9	110664757	1649824469	111219246	254.0	0.000201473612906
chr9	111219246	1650378958	111764796	242.0	0.000191955174501
chr9	111764796	1650924508	112304471	248.0	0.000196714393703
chr9	112304471	1651464183	112827578	241.0	0.0001911619713
chr9	112827578	1651987290	113354158	249.0	0.000197507596904
chr9	113354158	1652513870	113921317	250.5	0.000198697401704
chr9	113921317	1653081029	114468888	246.0	0.000195127987302
chr9	114468888	1653628600	115030567	248.0	0.000196714393703
chr9	115030567	1654190279	115593961	259.5	0.000205836230508
chr9	115593961	1654753673	116199588	262.5	0.000208215840109
chr9	116199588	1655359300	116767016	251.5	0.000199490604905
chr9	116767016	1655926728	117283816	245.0	0.000194334784102
chr9	117283816	1656443528	117814003	236.0	0.000187195955298
chr9	117814003	1656973715	118377092	243.5	0.000193144979301
chr9	118377092	1657536804	118938686	247.0	0.000195921190503
chr9	118938686	1658098398	119463044	240.5	0.0001907653697
chr9	119463044	1658622756	119977513	237.0	0.000187989158499
chr9	119977513	1659137225	120498128	251.0	0.000199094003304
chr9	120498128	1659657840	121051332	246.5	0.000195524588903
chr9	121051332	1660211044	121612228	249.0	0.000197507596904
chr9	121612228	1660771940	122151799	251.0	0.000199094003304
chr9	122151799	1661311511	122685665	242.0	0.000191955174501
chr9	122685665	1661845377	123206637	242.0	0.000191955174501
chr9	123206637	1662366349	123762828	256.0	0.000203060019307
chr9	123762828	1662922540	124312297	248.5	0.000197110995303
chr9	124312297	1663472009	124882244	248.5	0.000197110995303
chr9	124882244	1664041956	125470745	240.0	0.0001903687681
chr9	125470745	1664630457	126071749	257.0	0.000203853222507
chr9	126071749	1665231461	126603091	251.0	0.000199094003304
chr9	126603091	1665762803	127155159	246.0	0.000195127987302
chr9	127155159	1666314871	127716285	248.0	0.000196714393703
chr9	127716285	1666875997	128275648	253.0	0.000200680409705
chr9	128275648	1667435360	128829356	254.5	0.000201870214506
chr9	128829356	1667989068	129371127	243.0	0.000192748377701
chr9	129371127	1668530839	129918381	248.0	0.000196714393703
chr9	129918381	1669078093	130458158	241.0	0.0001911619713
chr9	130458158	1669617870	131007959	251.0	0.000199094003304
chr9	131007959	1670167671	131544454	250.0	0.000198300800104
chr9	131544454	1670704166	132084328	256.0	0.000203060019307
chr9	132084328	1671244040	132667021	253.0	0.000200680409705
chr9	132667021	1671826733	133361628	247.0	0.000195921190503
chr9	133361628	1672521340	133917587	247.0	0.000195921190503
chr9	133917587	1673077299	134453324	247.5	0.000196317792103
chr9	134453324	1673613036	134986695	251.0	0.000199094003304
chr9	134986695	1674146407	135565870	247.0	0.000195921190503
chr9	135565870	1674725582	136129451	257.0	0.000203853222507
chr9	136129451	1675289163	136732007	249.0	0.000197507596904
chr9	136732007	1675891719	137378837	256.0	0.000203060019307
chr9	137378837	1676538549	137959791	251.0	0.000199094003304
chr9	137959791	1677119503	138522606	245.0	0.000194334784102
chr9	138522606	1677682318	139160396	258.5	0.000205043027308
chr9	139160396	1678320108	139832149	254.0	0.000201473612906
chr9	139832149	1678991861	140489030	256.0	0.000203060019307
chr9	140489030	1679648742	141213431	255.0	0.000202266816106
chr10	0	1680373143	670957	252.0	0.000199887206505
chr10	670957	1681044100	1263167	246.0	0.000195127987302
chr10	1263167	1681636310	1842310	239.0	0.000189575564899
chr10	1842310	1682215453	2397860	251.5	0.000199490604905
chr10	2397860	1682771003	2936788	240.5	0.0001907653697
chr10	2936788	1683309931	3477096	241.0	0.0001911619713
chr10	3477096	1683850239	4006451	240.0	0.0001903687681
chr10	4006451	1684379594	4548329	240.0	0.0001903687681
chr10	4548329	1684921472	5114814	251.0	0.000199094003304
chr10	5114814	1685487957	5672292	238.0	0.000188782361699
chr10	5672292	1686045435	6219062	253.0	0.000200680409705
chr10	6219062	1686592205	6788720	241.5	0.000191558572901
chr10	6788720	1687161863	7351691	240.0	0.0001903687681
chr10	7351691	1687724834	7875921	249.0	0.000197507596904
chr10	7875921	1688249064	8440300	253.0	0.000200680409705
chr10	8440300	1688813443	8992157	254.0	0.000201473612906
chr10	8992157	1689365300	9577310	253.5	0.000201077011306
chr10	9577310	1689950453	10145372	252.0	0.000199887206505
chr10	10145372	1690518515	10700455	249.0	0.000197507596904
chr10	10700455	1691073598	11243746	244.0	0.000193541580902
chr10	11243746	1691616889	11815417	255.0	0.000202266816106
chr10	11815417	1692188560	12354509	252.0	0.000199887206505
chr10	12354509	1692727652	12891634	246.5	0.000195524588903
chr10	12891634	1693264777	13428219	251.0	0.000199094003304
chr10	13428219	1693801362	13964372	254.0	0.000201473612906
chr10	13964372	1694337515	14482879	239.0	0.000189575564899
chr10	14482879	1694856022	15071628	261.0	0.000207026035309
chr10	15071628	1695444771	15605090	242.0	0.000191955174501
chr10	15605090	1695978233	16179503	250.0	0.000198300800104
chr10	16179503	1696552646	16730134	254.5	0.000201870214506
chr10	16730134	1697103277	17309744	255.5	0.000202663417706
chr10	17309744	1697682887	18300490	264.5	0.00020980224651
chr10	18300490	1698673633	18819660	249.0	0.000197507596904
chr10	18819660	1699192803	19411397	255.5	0.000202663417706
chr10	19411397	1699784540	19984735	251.5	0.000199490604905
chr10	19984735	1700357878	20546516	256.0	0.000203060019307
chr10	20546516	1700919659	21125299	247.0	0.000195921190503
chr10	21125299	1701498442	21687410	248.5	0.000197110995303
chr10	21687410	1702060553	22281276	261.5	0.000207422636909
chr10	22281276	1702654419	22869317	247.0	0.000195921190503
chr10	22869317	1703242460	23411360	246.5	0.000195524588903
chr10	23411360	1703784503	23970928	251.5	0.000199490604905
chr10	23970928	1704344071	24519015	252.0	0.000199887206505
chr10	24519015	1704892158	25055891	250.0	0.000198300800104
chr10	25055891	1705429034	25620457	258.0	0.000204646425707
chr10	25620457	1705993600	26203988	256.0	0.000203060019307
chr10	26203988	1706577131	26789791	253.0	0.000200680409705
chr10	26789791	1707162934	27348568	254.5	0.000201870214506
chr10	27348568	1707721711	27969785	262.5	0.000208215840109
chr10	27969785	1708342928	28548610	254.0	0.000201473612906
chr10	28548610	1708921753	29124184	252.0	0.000199887206505
chr10	29124184	1709497327	29668499	252.5	0.000200283808105
chr10	29668499	1710041642	30212100	240.0	0.0001903687681
chr10	30212100	1710585243	30751684	249.0	0.000197507596904
chr10	30751684	1711124827	31297054	237.0	0.000187989158499
chr10	31297054	1711670197	31874508	244.5	0.000193938182502
chr10	31874508	1712247651	32446987	261.5	0.000207422636909
chr10	32446987	1712820130	33035621	247.5	0.000196317792103
chr10	33035621	1713408764	33607857	250.0	0.000198300800104
chr10	33607857	1713981000	34152332	244.0	0.000193541580902
chr10	34152332	1714525475	34693682	245.0	0.000194334784102
chr10	34693682	1715066825	35212403	250.5	0.000198697401704
chr10	35212403	1715585546	35751410	248.0	0.000196714393703
chr10	35751410	1716124553	36309960	251.5	0.000199490604905
chr10	36309960	1716683103	36841677	253.0	0.000200680409705
chr10	36841677	1717214820	37419280	255.0	0.000202266816106
chr10	37419280	1717792423	37995630	251.0	0.000199094003304
chr10	37995630	1718368773	38585713	243.0	0.000192748377701
chr10	38585713	1718958856	43071417	273.0	0.000216544473714
chr10	43071417	1723444560	43641975	242.0	0.000191955174501
chr10	43641975	1724015118	44177210	246.0	0.000195127987302
chr10	44177210	1724550353	44741451	247.0	0.000195921190503
chr10	44741451	1725114594	45283922	241.0	0.0001911619713
chr10	45283922	1725657065	45869185	251.0	0.000199094003304
chr10	45869185	1726242328	47208004	255.0	0.000202266816106
chr10	47208004	1727581147	48631785	244.0	0.000193541580902
chr10	48631785	1729004928	49852011	245.0	0.000194334784102
chr10	49852011	1730225154	50353259	233.0	0.000184816345697
chr10	50353259	1730726402	50893912	244.0	0.000193541580902
chr10	50893912	1731267055	52202193	258.0	0.000204646425707
chr10	52202193	1732575336	52868086	255.0	0.000202266816106
chr10	52868086	1733241229	53418880	245.0	0.000194334784102
chr10	53418880	1733792023	53990397	250.0	0.000198300800104
chr10	53990397	1734363540	54583383	256.0	0.000203060019307
chr10	54583383	1734956526	55187871	262.0	0.000207819238509
chr10	55187871	1735561014	55800916	259.0	0.000205439628908
chr10	55800916	1736174059	56395683	256.0	0.000203060019307
chr10	56395683	1736768826	56998114	254.0	0.000201473612906
chr10	56998114	1737371257	57642487	262.0	0.000207819238509
chr10	57642487	1738015630	58276624	259.0	0.000205439628908
chr10	58276624	1738649767	58885652	251.0	0.000199094003304
chr10	58885652	1739258795	59453861	252.0	0.000199887206505
chr10	59453861	1739827004	60007824	248.0	0.000196714393703
chr10	60007824	1740380967	60576324	248.0	0.000196714393703
chr10	60576324	1740949467	61144994	251.0	0.000199094003304
chr10	61144994	1741518137	61732689	247.0	0.000195921190503
chr10	61732689	1742105832	62304135	254.0	0.000201473612906
chr10	62304135	1742677278	62852532	246.0	0.000195127987302
chr10	62852532	1743225675	63407848	248.0	0.000196714393703
chr10	63407848	1743780991	63982011	260.0	0.000206232832108
chr10	63982011	1744355154	64571207	252.0	0.000199887206505
chr10	64571207	1744944350	65134530	259.0	0.000205439628908
chr10	65134530	1745507673	65695999	250.0	0.000198300800104
chr10	65695999	1746069142	66288109	254.0	0.000201473612906
chr10	66288109	1746661252	66869948	258.0	0.000204646425707
chr10	66869948	1747243091	67457350	251.0	0.000199094003304
chr10	67457350	1747830493	68036446	250.0	0.000198300800104
chr10	68036446	1748409589	68620304	265.0	0.00021019884811
chr10	68620304	1748993447	69208969	256.0	0.000203060019307
chr10	69208969	1749582112	69824968	255.0	0.000202266816106
chr10	69824968	1750198111	70362403	242.0	0.000191955174501
chr10	70362403	1750735546	70875728	238.0	0.000188782361699
chr10	70875728	1751248871	71410306	245.0	0.000194334784102
chr10	71410306	1751783449	71936444	243.0	0.000192748377701
chr10	71936444	1752309587	72470954	250.0	0.000198300800104
chr10	72470954	1752844097	73011872	243.0	0.000192748377701
chr10	73011872	1753385015	73542785	244.0	0.000193541580902
chr10	73542785	1753915928	74103560	243.0	0.000192748377701
chr10	74103560	1754476703	74674325	257.0	0.000203853222507
chr10	74674325	1755047468	75249224	249.0	0.000197507596904
chr10	75249224	1755622367	75863173	246.0	0.000195127987302
chr10	75863173	1756236316	76467204	253.0	0.000200680409705
chr10	76467204	1756840347	77006946	250.0	0.000198300800104
chr10	77006946	1757380089	77574812	242.0	0.000191955174501
chr10	77574812	1757947955	78092801	245.0	0.000194334784102
chr10	78092801	1758465944	78644919	244.0	0.000193541580902
chr10	78644919	1759018062	79163838	246.0	0.000195127987302
chr10	79163838	1759536981	79707070	251.0	0.000199094003304
chr10	79707070	1760080213	80224098	239.0	0.000189575564899
chr10	80224098	1760597241	80733103	234.0	0.000185609548897
chr10	80733103	1761106246	81260208	241.0	0.0001911619713
chr10	81260208	1761633351	82084314	247.0	0.000195921190503
chr10	82084314	1762457457	82646593	245.0	0.000194334784102
chr10	82646593	1763019736	83248781	262.0	0.000207819238509
chr10	83248781	1763621924	83822956	248.0	0.000196714393703
chr10	83822956	1764196099	84369887	255.0	0.000202266816106
chr10	84369887	1764743030	84916393	244.0	0.000193541580902
chr10	84916393	1765289536	85478992	257.0	0.000203853222507
chr10	85478992	1765852135	86024730	242.0	0.000191955174501
chr10	86024730	1766397873	86598840	241.0	0.0001911619713
chr10	86598840	1766971983	87161554	246.0	0.000195127987302
chr10	87161554	1767534697	87713496	242.0	0.000191955174501
chr10	87713496	1768086639	88230569	244.0	0.000193541580902
chr10	88230569	1768603712	88806713	247.0	0.000195921190503
chr10	88806713	1769179856	89654455	257.0	0.000203853222507
chr10	89654455	1770027598	90250763	259.0	0.000205439628908
chr10	90250763	1770623906	90841896	262.0	0.000207819238509
chr10	90841896	1771215039	91399440	246.0	0.000195127987302
chr10	91399440	1771772583	92009209	256.0	0.000203060019307
chr10	92009209	1772382352	92587616	250.0	0.000198300800104
chr10	92587616	1772960759	93163329	249.0	0.000197507596904
chr10	93163329	1773536472	93751645	248.0	0.000196714393703
chr10	93751645	1774124788	94298092	250.0	0.000198300800104
chr10	94298092	1774671235	94884823	260.0	0.000206232832108
chr10	94884823	1775257966	95400276	245.0	0.000194334784102
chr10	95400276	1775773419	95943102	240.0	0.0001903687681
chr10	95943102	1776316245	96497746	247.0	0.000195921190503
chr10	96497746	1776870889	97095695	250.0	0.000198300800104
chr10	97095695	1777468838	97637133	252.0	0.000199887206505
chr10	97637133	1778010276	98218753	246.0	0.000195127987302
chr10	98218753	1778591896	98774362	250.0	0.000198300800104
chr10	98774362	1779147505	99293499	243.0	0.000192748377701
chr10	99293499	1779666642	99832428	245.0	0.000194334784102
chr10	99832428	1780205571	100401468	253.0	0.000200680409705
chr10	100401468	1780774611	101005936	259.0	0.000205439628908
chr10	101005936	1781379079	101566658	246.0	0.000195127987302
chr10	101566658	1781939801	102117906	256.0	0.000203060019307
chr10	102117906	1782491049	102702846	252.0	0.000199887206505
chr10	102702846	1783075989	103305360	265.0	0.00021019884811
chr10	103305360	1783678503	103900498	257.0	0.000203853222507
chr10	103900498	1784273641	104469990	256.0	0.000203060019307
chr10	104469990	1784843133	105017053	256.0	0.000203060019307
chr10	105017053	1785390196	105558948	256.0	0.000203060019307
chr10	105558948	1785932091	106111216	245.0	0.000194334784102
chr10	106111216	1786484359	106652708	243.0	0.000192748377701
chr10	106652708	1787025851	107194393	252.0	0.000199887206505
chr10	107194393	1787567536	107793097	250.0	0.000198300800104
chr10	107793097	1788166240	108339343	247.0	0.000195921190503
chr10	108339343	1788712486	108877737	244.0	0.000193541580902
chr10	108877737	1789250880	109445363	245.0	0.000194334784102
chr10	109445363	1789818506	110034059	248.0	0.000196714393703
chr10	110034059	1790407202	110591243	252.0	0.000199887206505
chr10	110591243	1790964386	111169617	252.0	0.000199887206505
chr10	111169617	1791542760	111751780	249.0	0.000197507596904
chr10	111751780	1792124923	112306854	255.0	0.000202266816106
chr10	112306854	1792679997	112889469	254.0	0.000201473612906
chr10	112889469	1793262612	113444746	244.0	0.000193541580902
chr10	113444746	1793817889	113997346	248.0	0.000196714393703
chr10	113997346	1794370489	114540140	257.0	0.000203853222507
chr10	114540140	1794913283	115096200	244.0	0.000193541580902
chr10	115096200	1795469343	115651314	246.0	0.000195127987302
chr10	115651314	1796024457	116208139	255.0	0.000202266816106
chr10	116208139	1796581282	116771378	252.0	0.000199887206505
chr10	116771378	1797144521	117392515	274.0	0.000217337676914
chr10	117392515	1797765658	117985004	254.0	0.000201473612906
chr10	117985004	1798358147	118554918	252.0	0.000199887206505
chr10	118554918	1798928061	119105945	247.0	0.000195921190503
chr10	119105945	1799479088	119648261	241.0	0.0001911619713
chr10	119648261	1800021404	120197094	252.0	0.000199887206505
chr10	120197094	1800570237	120729885	249.0	0.000197507596904
chr10	120729885	1801103028	121265109	248.0	0.000196714393703
chr10	121265109	1801638252	121830180	252.0	0.000199887206505
chr10	121830180	1802203323	122371756	247.0	0.000195921190503
chr10	122371756	1802744899	122942915	250.0	0.000198300800104
chr10	122942915	1803316058	123454236	244.0	0.000193541580902
chr10	123454236	1803827379	124021509	259.0	0.000205439628908
chr10	124021509	1804394652	124578120	243.0	0.000192748377701
chr10	124578120	1804951263	125148312	250.0	0.000198300800104
chr10	125148312	1805521455	125685225	252.0	0.000199887206505
chr10	125685225	1806058368	126278009	242.0	0.000191955174501
chr10	126278009	1806651152	126814174	246.0	0.000195127987302
chr10	126814174	1807187317	127361737	245.0	0.000194334784102
chr10	127361737	1807734880	127914058	249.0	0.000197507596904
chr10	127914058	1808287201	128452886	246.0	0.000195127987302
chr10	128452886	1808826029	129123168	239.0	0.000189575564899
chr10	129123168	1809496311	129672269	248.0	0.000196714393703
chr10	129672269	1810045412	130221185	244.0	0.000193541580902
chr10	130221185	1810594328	130743811	242.0	0.000191955174501
chr10	130743811	1811116954	131284007	249.0	0.000197507596904
chr10	131284007	1811657150	131829891	244.0	0.000193541580902
chr10	131829891	1812203034	132363978	248.0	0.000196714393703
chr10	132363978	1812737121	132899144	242.0	0.000191955174501
chr10	132899144	1813272287	133492973	246.0	0.000195127987302
chr10	133492973	1813866116	134128661	247.0	0.000195921190503
chr10	134128661	1814501804	134760690	254.0	0.000201473612906
chr10	134760690	1815133833	135534747	254.0	0.000201473612906
chr11	0	1815907890	873015	256.0	0.000203060019307
chr11	873015	1816780905	1545261	250.0	0.000198300800104
chr11	1545261	1817453151	2127508	255.0	0.000202266816106
chr11	2127508	1818035398	2703888	247.0	0.000195921190503
chr11	2703888	1818611778	3280897	249.0	0.000197507596904
chr11	3280897	1819188787	4040632	256.0	0.000203060019307
chr11	4040632	1819948522	4723047	250.0	0.000198300800104
chr11	4723047	1820630937	5296570	248.0	0.000196714393703
chr11	5296570	1821204460	5889459	251.0	0.000199094003304
chr11	5889459	1821797349	6502733	258.0	0.000204646425707
chr11	6502733	1822410623	7095674	245.0	0.000194334784102
chr11	7095674	1823003564	7660094	250.0	0.000198300800104
chr11	7660094	1823567984	8257784	262.0	0.000207819238509
chr11	8257784	1824165674	8821462	256.0	0.000203060019307
chr11	8821462	1824729352	9378860	254.0	0.000201473612906
chr11	9378860	1825286750	9945644	261.0	0.000207026035309
chr11	9945644	1825853534	10552740	258.0	0.000204646425707
chr11	10552740	1826460630	11129182	252.0	0.000199887206505
chr11	11129182	1827037072	11663252	249.0	0.000197507596904
chr11	11663252	1827571142	12214992	248.0	0.000196714393703
chr11	12214992	1828122882	12750780	245.0	0.000194334784102
chr11	12750780	1828658670	13297337	242.0	0.000191955174501
chr11	13297337	1829205227	13883085	250.0	0.000198300800104
chr11	13883085	1829790975	14418577	246.0	0.000195127987302
chr11	14418577	1830326467	15046261	254.0	0.000201473612906
chr11	15046261	1830954151	15614099	247.0	0.000195921190503
chr11	15614099	1831521989	16180825	252.0	0.000199887206505
chr11	16180825	1832088715	16798297	259.0	0.000205439628908
chr11	16798297	1832706187	17351809	246.0	0.000195127987302
chr11	17351809	1833259699	17886604	248.0	0.000196714393703
chr11	17886604	1833794494	18438037	246.0	0.000195127987302
chr11	18438037	1834345927	18984232	252.0	0.000199887206505
chr11	18984232	1834892122	19528719	239.0	0.000189575564899
chr11	19528719	1835436609	20063113	245.0	0.000194334784102
chr11	20063113	1835971003	20641096	255.0	0.000202266816106
chr11	20641096	1836548986	21180691	247.0	0.000195921190503
chr11	21180691	1837088581	21764388	246.0	0.000195127987302
chr11	21764388	1837672278	22371165	264.0	0.00020940564491
chr11	22371165	1838279055	22980865	260.0	0.000206232832108
chr11	22980865	1838888755	23586866	249.0	0.000197507596904
chr11	23586866	1839494756	24197186	262.0	0.000207819238509
chr11	24197186	1840105076	24800372	257.0	0.000203853222507
chr11	24800372	1840708262	25398504	258.0	0.000204646425707
chr11	25398504	1841306394	25998904	256.0	0.000203060019307
chr11	25998904	1841906794	26574756	249.0	0.000197507596904
chr11	26574756	1842482646	27135306	243.0	0.000192748377701
chr11	27135306	1843043196	27705737	242.0	0.000191955174501
chr11	27705737	1843613627	28306685	251.0	0.000199094003304
chr11	28306685	1844214575	28879432	244.0	0.000193541580902
chr11	28879432	1844787322	29478611	254.0	0.000201473612906
chr11	29478611	1845386501	30066633	256.0	0.000203060019307
chr11	30066633	1845974523	30638309	247.0	0.000195921190503
chr11	30638309	1846546199	31208007	256.0	0.000203060019307
chr11	31208007	1847115897	31809892	243.0	0.000192748377701
chr11	31809892	1847717782	32376417	245.0	0.000194334784102
chr11	32376417	1848284307	32978969	259.0	0.000205439628908
chr11	32978969	1848886859	33550971	262.0	0.000207819238509
chr11	33550971	1849458861	34094334	247.0	0.000195921190503
chr11	34094334	1850002224	34634536	245.0	0.000194334784102
chr11	34634536	1850542426	35213580	245.0	0.000194334784102
chr11	35213580	1851121470	35754789	244.0	0.000193541580902
chr11	35754789	1851662679	36301070	250.0	0.000198300800104
chr11	36301070	1852208960	36880546	255.0	0.000202266816106
chr11	36880546	1852788436	37474608	250.0	0.000198300800104
chr11	37474608	1853382498	38077268	258.0	0.000204646425707
chr11	38077268	1853985158	38697363	259.0	0.000205439628908
chr11	38697363	1854605253	39293829	257.0	0.000203853222507
chr11	39293829	1855201719	39920145	258.0	0.000204646425707
chr11	39920145	1855828035	40491048	250.0	0.000198300800104
chr11	40491048	1856398938	41093084	253.0	0.000200680409705
chr11	41093084	1857000974	41665083	258.0	0.000204646425707
chr11	41665083	1857572973	42224949	266.0	0.000210992051311
chr11	42224949	1858132839	42799292	248.0	0.000196714393703
chr11	42799292	1858707182	43386112	249.0	0.000197507596904
chr11	43386112	1859294002	43947817	260.0	0.000206232832108
chr11	43947817	1859855707	44487096	239.0	0.000189575564899
chr11	44487096	1860394986	45016529	242.0	0.000191955174501
chr11	45016529	1860924419	45548374	235.0	0.000186402752098
chr11	45548374	1861456264	46115343	250.0	0.000198300800104
chr11	46115343	1862023233	46695719	260.0	0.000206232832108
chr11	46695719	1862603609	47243153	256.0	0.000203060019307
chr11	47243153	1863151043	47792348	253.0	0.000200680409705
chr11	47792348	1863700238	48296772	244.0	0.000193541580902
chr11	48296772	1864204662	49272877	271.0	0.000214958067313
chr11	49272877	1865180767	50126538	270.0	0.000214164864112
chr11	50126538	1866034428	54872847	262.0	0.000207819238509
chr11	54872847	1870780737	55552551	248.0	0.000196714393703
chr11	55552551	1871460441	56131379	249.0	0.000197507596904
chr11	56131379	1872039269	56697397	250.0	0.000198300800104
chr11	56697397	1872605287	57272803	253.0	0.000200680409705
chr11	57272803	1873180693	57842462	242.0	0.000191955174501
chr11	57842462	1873750352	58407183	246.0	0.000195127987302
chr11	58407183	1874315073	58998773	254.0	0.000201473612906
chr11	58998773	1874906663	59561134	246.0	0.000195127987302
chr11	59561134	1875469024	60121829	256.0	0.000203060019307
chr11	60121829	1876029719	60691629	253.0	0.000200680409705
chr11	60691629	1876599519	61282378	245.0	0.000194334784102
chr11	61282378	1877190268	61834487	248.0	0.000196714393703
chr11	61834487	1877742377	62398763	249.0	0.000197507596904
chr11	62398763	1878306653	62988221	254.0	0.000201473612906
chr11	62988221	1878896111	63584294	248.0	0.000196714393703
chr11	63584294	1879492184	64167230	241.0	0.0001911619713
chr11	64167230	1880075120	64741334	251.0	0.000199094003304
chr11	64741334	1880649224	65287965	242.0	0.000191955174501
chr11	65287965	1881195855	65890451	247.0	0.000195921190503
chr11	65890451	1881798341	66453989	250.0	0.000198300800104
chr11	66453989	1882361879	67002923	251.0	0.000199094003304
chr11	67002923	1882910813	67673211	258.0	0.000204646425707
chr11	67673211	1883581101	68264143	252.0	0.000199887206505
chr11	68264143	1884172033	68827869	248.0	0.000196714393703
chr11	68827869	1884735759	69404372	243.0	0.000192748377701
chr11	69404372	1885312262	70024088	250.0	0.000198300800104
chr11	70024088	1885931978	70537324	244.0	0.000193541580902
chr11	70537324	1886445214	71050006	239.0	0.000189575564899
chr11	71050006	1886957896	71783426	248.0	0.000196714393703
chr11	71783426	1887691316	72317582	248.0	0.000196714393703
chr11	72317582	1888225472	72883039	254.0	0.000201473612906
chr11	72883039	1888790929	73461996	257.0	0.000203853222507
chr11	73461996	1889369886	74033659	250.0	0.000198300800104
chr11	74033659	1889941549	74609207	257.0	0.000203853222507
chr11	74609207	1890517097	75156081	245.0	0.000194334784102
chr11	75156081	1891063971	75750737	250.0	0.000198300800104
chr11	75750737	1891658627	76326300	256.0	0.000203060019307
chr11	76326300	1892234190	76876546	251.0	0.000199094003304
chr11	76876546	1892784436	77452285	246.0	0.000195127987302
chr11	77452285	1893360175	78019765	250.0	0.000198300800104
chr11	78019765	1893927655	78575611	258.0	0.000204646425707
chr11	78575611	1894483501	79116948	246.5	0.000195524588903
chr11	79116948	1895024838	79686475	250.0	0.000198300800104
chr11	79686475	1895594365	80239061	251.0	0.000199094003304
chr11	80239061	1896146951	80815917	259.5	0.000205836230508
chr11	80815917	1896723807	81381742	257.0	0.000203853222507
chr11	81381742	1897289632	82005961	258.0	0.000204646425707
chr11	82005961	1897913851	82581710	255.0	0.000202266816106
chr11	82581710	1898489600	83174748	258.0	0.000204646425707
chr11	83174748	1899082638	83747977	247.5	0.000196317792103
chr11	83747977	1899655867	84349772	256.5	0.000203456620907
chr11	84349772	1900257662	84921515	258.0	0.000204646425707
chr11	84921515	1900829405	85506141	253.0	0.000200680409705
chr11	85506141	1901414031	86042362	254.0	0.000201473612906
chr11	86042362	1901950252	86631693	252.0	0.000199887206505
chr11	86631693	1902539583	87229065	252.0	0.000199887206505
chr11	87229065	1903136955	87860823	251.0	0.000199094003304
chr11	87860823	1903768713	88456359	248.5	0.000197110995303
chr11	88456359	1904364249	89230079	267.0	0.000211785254511
chr11	89230079	1905137969	90230726	262.0	0.000207819238509
chr11	90230726	1906138616	90802236	256.5	0.000203456620907
chr11	90802236	1906710126	91406275	253.0	0.000200680409705
chr11	91406275	1907314165	91981927	259.0	0.000205439628908
